Country,Country Code,Series Name,Series Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Turkiye,TUR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,23.2493067672796,21.2314666247221,12.1421162600247,7.23916669343383,9.64138926503064,-2.76021576362598,-14.6617009002905,19.3651660357477,14.9776873870335,0.618577566629199,10.92074377043,0.299314889950807,0.662400829657741,2.99593083899481,10.6350761859792,-6.17232899711514,-5.0119711524453,6.77432683428395,1.65261748034091,8.56789074904896,11.7911122091518,-4.11473006690622
Turkiye,TUR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.2189197311388,25.2010849398704,24.2660894922529,26.3680371283665,25.9612910545714,26.9819629689095,23.4168678008097,25.500331910756,30.3104743820065,28.4699271358616,28.7342892947321,28.560759468849,26.557266261846,25.244677102771,29.7227464055755,31.3815223078694,30.1190768431148,32.2229655859371,35.338747854855,42.5859275135465,34.3607690189066,27.7767152730999
Equatorial Guinea,GNQ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,-0.705153896810486,23.9421000811843,15.3822468868083,-6.11756232872564,-0.158985130052855,-10.7049610598109,4.62885766198713,-7.58318874470689,0.497495010407164,-6.43859161271283,-8.97398607593624,-3.76084685207073,-5.6620980518442,-13.5168404811749,-8.12426703983698,-5.11106562444745,5.73129265526755,-28.948150443768,-0.199837786566846
Equatorial Guinea,GNQ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,87.4173831312055,82.3256504465367,88.621293972478,89.2243501802952,74.342209937853,85.7584331985967,75.0953126579793,71.9049918240751,67.6533166625479,65.9632885983728,56.6584738218082,51.4128299447575,58.8631052137026,59.6145347244398,51.1307495482003,40.8454498501516,45.1275510492817,52.9670852025114,36.6023261927194,35.1642525721225
Equatorial Guinea,GNQ,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,3583355427.56045,3652042752.38717,5942729602.80161,7794030128.71889,7193785588.44253,9610804662.07993,8389598996.94222,10023358088.2508,8612715607.16961,8361396882.95868,5566862109.01057,4629853195.02921,5315346803.4256,5766764651.86857,4971586017.96072,3668867869.71132,3889425323.4954,3948328171.97339,3064765428.87277,3239596744.42796
Equatorial Guinea,GNQ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,16.4251814043814,40.9498344432418,20.2309999769654,-10.2474244006749,29.5202407007839,-19.3827652753632,23.8098346990806,-17.6634007195988,-5.64292528747524,-15.4527910430529,-16.2864500287668,8.32963932125969,6.19716508903359,-11.239067147449,-22.0651397406673,-3.43573199248797,11.2388563275492,-25.4870999618426,0.17640135335202
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,43.6070886820041,36.2071319224003,45.462495885091,39.4636564211627,47.8698671729483,58.9097918026514,39.2820339785109,44.7704306482886,39.239968263518,38.4159100730149,42.2195853462674,41.1879007790367,43.5651530381,44.0311468985135,43.7480428771542,37.0824347940291,31.839097550571,28.8459309342984,24.8409553263226,25.3771985254681
Afghanistan,AFG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.24332933103564,18.6125162428067,-12.1079479040833,..
Afghanistan,AFG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.4208171386207,14.342152797537,18.3800424016375,16.8527881206002,..
Afghanistan,AFG,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,..,..,..,..,..,1853913988.89457,2110577455.85643,2566011311.73449,3057794124.12213,2328861131.23445,1383201806.0372,1985366662.90162,1417300546.13462,1136013206.34947,1152896049.81817,1609472020.80143,1515758748.64214,1476305961.364,..,..,..,..
Afghanistan,AFG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7241822542.17594,5286118076.13403,7901784705.74946,8701650584.05282,..
Afghanistan,AFG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-21.2561469298972,36.7070623063138,0.659783958776174,..
Afghanistan,AFG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.2890774127896,37.06956357719,54.5054272070161,50.7318770310383,..
Albania,ALB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.7732511279745,18.4838664060318,24.2668564177305,16.9274273635671,19.1122012763883,-4.62556706108955,4.71153337805501,19.1935791437219,6.67409512981436,0.293588275390633,1.58899617671256,-0.169636687451657,-2.25254023391722,7.57276906101264,12.9646313708102,4.46629089537305,2.4800752980137,-27.7255430085865,52.0973691827291,17.0424879813874,9.45351410511743,-0.764177264372876
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.1638803786461,21.5517522222215,22.4427818397267,24.5085919324007,27.1308199124046,24.5826619203536,24.644624460972,27.6099296701047,29.0544738022633,29.1107709360814,28.8694020076469,28.0683434875498,27.0693224620319,28.6697931741608,31.0017957888583,31.1140135421951,30.9361224858484,22.540763270986,31.1330223351483,37.1970818190154,38.6650808341863,36.1095621958381
Albania,ALB,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,846770660.904754,1249817713.79305,1460772256.90119,1869568360.54437,2464394201.34943,3282556018.12404,3061231687.95775,3324321246.87734,3776352790.36787,3555572487.67513,3700232565.10144,3732224767.75747,3104045580.12051,3439878229.62968,4143794703.49414,4784712029.25558,4822385625.67256,3460812843.45375,5611664986.91992,7056503560.71336,9098535892.69692,9848455059.05884
Albania,ALB,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2591005999.50156,3220867773.24765,3853672281.63853,4364190390.71407,5867639979.53994,6717539640.57092,6004538202.0617,5792187320.18798,6700234560.7276,5860879317.95047,5999382665.71175,6243003573.18923,5070977325.18894,5436220772.90211,6070375896.83265,6856194783.87124,6926959712.72243,5636282433.50207,8016544325.73416,9033376427.47253,10320399920.5127,11675880655.2622
Albania,ALB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.1276086131318,8.21621820395598,16.1952066152436,8.70612600704452,21.7179068950202,5.00575219439665,0.579057999842391,-0.572949935222553,5.79130156524022,-6.93066930769312,-0.643629067879417,4.7541405233849,-2.67446562002903,5.97324842433984,6.62013997660738,1.72526221131521,2.53606908290658,-19.7899334355707,32.4588060321158,11.5172392295421,0.206355427499162,5.98771649770336
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,44.6593347174316,43.4861860965483,46.6735108205055,47.6933170159667,52.7810809795909,50.6658853595192,48.676733103645,47.9226032986331,51.644524727632,47.8575873806007,46.8812165543279,46.9528588208631,44.2101251985694,45.3446572805207,45.7855860010406,44.5800648295474,44.4460064468406,36.9799486187859,44.4572993931639,47.5009752834284,43.828601725513,42.9611975707809
Algeria,DZA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.5,3.20000000233883,5.89999999707449,-1.79999999829208,-0.2000000029022,-2.09999999595817,-9.6000000006434,-0.600000001660717,-2.69999999964796,-3.70000000325022,-5.69999999466988,0.199999998851979,0.500000001516398,6.89999999511801,-4.2999999993915,-3.39999999900364,-5.70000000154715,-12.2000000016551,11.5000000052043,-0.100000003248937,3.40000000306087,..
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,35.6690635287432,38.3929594593676,44.371282898314,45.7641342682087,44.720155665402,45.6471818058054,32.5860062711518,34.988229614912,35.9880864093259,34.3827920015035,30.7993649290893,27.6194863705878,20.5281416810455,18.4866879717888,20.3336795171675,23.423105738908,20.407941949491,15.5352011116191,23.4443672905951,30.8089785470304,23.6195363708424,..
Algeria,DZA,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,..,..,48840999999.9978,57304000000.0025,63329352193.4836,81544414106.1091,48109316609.1718,60587734433.8983,76387318691.2563,75187930613.1179,68589769661.1321,63586929716.4811,37905326615.2648,32746852186.7272,37680842571.7904,44387318895.8475,38551346600.0539,24901914032.5802,41845985606.7384,69225625434.2999,59424923726.3765,53051791997.6384
Algeria,DZA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,16239633128.6366,21108011867.7891,24052494566.1837,24802903072.5546,32522138069.9759,45783784537.0594,47648700297.2177,50674049706.3808,57272844071.9893,59908816252.9784,65124130006.4005,70019891158.5134,61266393934.4274,56532525719.5141,55990439549.8232,56446212848.1077,50490845023.6565,40978554435.8274,43564492197.796,46015346669.8381,49682172277.5965,..
Algeria,DZA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,5.20000000285296,11.6999999956948,6.3000000041274,-2.00000000413975,10.7000000031609,14.6999999971446,10.600000003086,5.29999999649408,-5,13.5000000014776,9.79999999822769,8.30000000373161,6.89999999845965,-2.99999999953286,-7.3000000023264,-3.99999999808183,-7.10000000008326,-16.0000000003585,-4.50000000128024,-0.199999997586986,17.9000000019589,..
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.1000717757446,22.9650381113499,22.4691773220766,20.1511576995534,22.8253177285743,25.3813104447207,31.6987484527475,28.5029863779305,26.2320035517219,26.374847332557,28.3516432281546,29.3040555963989,32.676480909369,31.2742448207328,29.4871366540912,29.0130619390143,26.0989006586763,24.8545554509197,23.3926919693657,20.3933971934105,20.0633778247296,..
American Samoa,ASM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-1.95272353545735,-16.3522012578616,5.13784461152882,-6.67461263408819,1.27713920817369,-0.378310214375787,-21.3924050632911,-15.9420289855072,-11.6858237547893,4.77223427331887,-0.414078674948243,4.57380457380457,7.35586481113319,-1.11111111111111,-21.9101123595506,13.4292565947242,-5.28541226215646,10.2678571428571,-27.3279352226721,3.06406685236769,..,..
American Samoa,ASM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,97.9007633587786,90.3732809430255,99.6,100.405679513185,97.4903474903475,114.464285714286,78.5185185185185,63.5253054101222,58.7719298245614,75.46875,71.7868338557994,66.7185069984448,63.5958395245171,63.9344262295082,59.1503267973856,68.2316118935837,61.6692426584235,59.2233009708738,44.2666666666667,46.9575200918485,..,..
American Samoa,ASM,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,574000000,570000000,618000000,638000000,625000000,758000000,559000000,541000000,563000000,646000000,651000000,695000000,665000000,639000000,626000000,662000000,614000000,686000000,694000000,677000000,..,..
American Samoa,ASM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-0.664767331434007,-12.906309751434,0.109769484083429,-3.72807017543859,-3.75854214123007,2.13017751479289,-12.9779837775203,-11.051930758988,-7.03592814371258,4.02576489533011,4.17956656346749,11.887072808321,3.58565737051792,-3.2051282051282,-11.523178807947,-0.598802395209589,-5.42168674698796,19.4267515923567,-5.60000000000001,-12.5706214689266,..,..
American Samoa,ASM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,109.541984732824,111.984282907662,123.6,129.411764705882,120.656370656371,135.357142857143,82.8148148148148,94.4153577661431,98.7719298245614,100.9375,102.037617554859,108.087091757387,98.8112927191679,95.230998509687,102.287581699346,103.599374021909,94.8995363214838,95.1456310679612,92.5333333333333,77.7267508610792,..,..
Andorra,AND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2334900069.26016,1841841695.9064,2446276946.5205,2735853297.8845,3168736788.73851,3633567131.17644
Andorra,AND,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-1.3,13.0900000052014,22.9299999829965,14.2900000046068,16.5600000038545,10.6200000007288,-2.65051888854518,-2.37893217223176,-5.12410133699206,5.19986450416778,-1.17390075820295,0.704632329216977,-14.6893227263778,-18.3955246168033,24.543676750422,-7.61397216450526,-17.4151716389871,-7.34159203606634,-8.55846521367228,3.27058354217731,-6.18477627312238,5.04811092597042
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.3213388113835,58.3803583199793,65.5262677696291,63.4678635039226,67.9057833724671,72.4750287994632,58.7573002977584,61.5431158851524,60.6699475151848,55.9401306344811,50.7470857909554,44.6950294609853,29.7545979506807,28.1244854472006,29.0041020030504,40.8362898299819,40.7907550532833,38.314540742558,47.7452759675607,44.391642097512,40.8324662400402,37.8827428063986
Angola,AGO,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,9709260555.5,13797769756,24286236864.59,33346469287.82,44706905586.82,64243391219.74,41451146946.8,51451730498.67,68042543017.4919,71873279931.5015,69562221910.0981,60851231669.6018,34437293543.5047,28299767212.9402,35598035305.5607,41388891319.4605,35180142878.3236,21004445128.6022,33675000132.18,50120200234.5765,36960545589.2823,36923912927.4769
Angola,AGO,Imports of goods and services (current US$),NE.IMP.GNFS.CD,8831519471.79368,10645433208.9363,15181987450.0371,16320510961.119,26207262174.5562,43286269730.1256,44777840385.4964,35682251333.2141,43947410303.4287,45919732961.7043,47727897153.9588,47096036033.19,29985009888.782,13320025154.0847,17134965573.2132,20293075111.1607,12080150067.4291,13399763093.6897,17769653734.8388,26412539213.2023,22211258770.9641,19627446975.5358
Angola,AGO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,9.69,7.12999999483115,11.9499999954245,6.34999999777281,7.60000000614892,18.1699999979336,-0.47443460733308,-11.7382380832108,10.9500418067016,-0.0894581049362415,4.37864959647156,-5.1584822658351,-23.910321229,-24.7389010888961,11.2331003202549,-15.9754596985064,-25.0485265111204,-21.6945479260561,-3.81642137297679,26.1097054929647,-6.78083080834597,-6.151220026787
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.5798907399883,45.1995887314867,41.0646943598961,31.1572958281252,40.1542845215112,48.8896796542348,63.6888438415367,42.5805194236924,39.3125588161519,35.8599667074303,36.0648469678372,34.6378933219044,33.1339181383385,25.2456726203982,23.2527202247958,25.541723496358,17.0387830650203,27.6274881904292,26.7192226195468,25.2994284078973,26.1693270398798,24.4131759595382
Antigua and Barbuda,ATG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,74.5107467810698,70.7044967935257,70.0240929106175,64.4160024709769,62.470548111624,69.1646948026456,41.8859637615377,46.9612135727066,54.7237649635992,..,..
Antigua and Barbuda,ATG,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,675337623.999944,764135368.122004,815346621.271774,832143170.286718,802601329.541389,949369672.259985,881663883.5635,845453877.121522,888898587.172278,910148613.904641,905237430.24817,1027284545.1212,1016366368.49596,1043082266.40851,988693922.478174,1035945743.49983,1194085211.48148,593931455.555556,705696831.481482,1111272888.51852,1185479802.96296,1313549082.96296
Antigua and Barbuda,ATG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,..,..,..,..,..,..,..,..,..,..,..,924222222.222222,853392592.592592,923581481.481481,970770370.37037,1132907407.40741,1180425925.92593,739748148.148148,866970370.37037,1175559259.25926,..,..
Antigua and Barbuda,ATG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,67.035414276926,59.3670530581958,62.0018249944678,63.2483211111674,68.1846045477951,68.3730888293456,52.4035661249613,54.1137470120719,62.9797628047534,..,..
Argentina,ARG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.99536820219664,8.11415798951984,12.8868304227088,5.56120323520517,8.16445191719141,0.73987446873889,-9.3471064312958,13.8969136234784,4.14881478412255,-4.10831132628213,-3.52024034290045,-6.97916743435549,-2.77737294006695,5.31735410754007,2.61539095219052,0.645996251439556,9.75102540356465,-17.4377108754675,8.45304479532243,4.60621479749331,-7.51263224246333,23.1631769201562
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,25.9309429264224,23.8476194239892,23.2458767338576,23.0266946038115,22.6627503115066,22.0609003826242,19.5609850560818,18.9338234053709,18.4492091453155,16.2378594620246,14.6171733884386,14.4054785893756,10.7056520504538,12.5270951690009,11.3202833596733,14.4366857499034,17.9248783778462,16.6054144372484,18.0667091690365,16.248014443903,12.7492457826544,15.3342337389676
Argentina,ARG,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,34336010000,39757250000,46892210000,54528515092.9204,66122298496.1757,81583621071.7764,66335605323.6348,81123016360.6088,97616690275.3835,94330755729.5577,89608120129.4452,81836807734.7264,70022565842.9763,71384640574.7552,74168075513.7622,77143165816.1223,79964482529.4226,64437247305.5735,87575311843.1028,103187042164.75,83567777221.0728,96926387166.7011
Argentina,ARG,Imports of goods and services (current US$),NE.IMP.GNFS.CD,18772898618.6064,27736672323.6712,34392237786.5721,40480743015.8524,52567536062.3157,66316154417.0834,48268743529.5373,67937933972.3653,88838309449.3132,78013690406.706,81240190816.9153,73691675720.0984,70064879911.7042,75639254067.6608,89910495566.9384,85681309473.2328,65845624691.108,52454091268.1886,73042905138.0607,96814941605.3868,89748037627.6165,81217515279.7919
Argentina,ARG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,37.5653715502142,40.1217800343765,15.8482318854853,10.9918629108731,19.6402842987955,13.5621869851115,-18.4164393852693,35.2044173407524,22.0286165849992,-4.7282632161405,3.88288097811898,-11.4799949143499,4.71131880744483,5.82416303132337,15.583795606013,-4.46133700429023,-18.697229551099,-17.2106711802733,18.5586532654886,17.8267480559571,1.73876592371984,-10.6283979662082
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.7138051046861,16.8450266849578,17.3053942367662,17.4067852681036,18.2824203070644,18.341772996414,14.4961418494061,16.0371898581987,16.7569458546489,14.2886829096862,14.7167556136651,14.0013150558519,11.7805740385254,13.5667926798789,13.9693177780045,16.3258502050892,14.7057366680037,13.5982843701675,15.0119803984295,15.2996935612041,13.8912663507893,12.8251676959106
Armenia,ARM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,30.5554346606889,-2.50452689526465,16.2876538336234,-7.33908322521903,-3.50822984919257,-13.079985463436,-10.4356553552406,26.4999699824954,14.8982766263115,9.13557735883434,8.60000000000001,6.40000000350811,4.8999999940829,21.3000000043358,19.2999999980046,5.00000000096964,15.9999999981531,-33.5000000004379,18.5999999974501,59.8999999978197,30.7000000016476,35.6000000064333
Armenia,ARM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,30.4829978923981,28.1907438231723,27.3131979500115,22.1459814355134,18.1893569819725,14.2657295739767,14.6709007461363,19.7484153168252,22.5231882640131,27.5618114828439,28.3534851384818,28.5603816555446,29.7253912120334,33.7442798606396,38.2160456550464,39.3928940286073,41.3508013620849,29.7649869151934,35.9064399901267,50.2249804603907,59.4520856749187,76.3471180026783
Armenia,ARM,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,981741374.925292,1117371715.11988,1458848046.08668,1646706743.23362,1968449652.25257,1943627882.74355,1559300543.60909,2210672987.38497,2742201909.0729,2917371358.54345,3155257884.77128,3318345442.34713,3137698939.51692,3564513096.79092,4410411869.70455,4927027295.37741,5765406461.45479,3802024154.47838,4978733839.5803,10339479326.9237,14718071294.9778,19071961944.2046
Armenia,ARM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1391414378.76877,1605180991.65807,2098701566.40541,2482540336.16978,3570727480.48145,4697073302.10145,3684309605.1493,4157364605.55245,4757906586.64803,5139736819.01236,5471934333.89364,5481836306.66345,4427830382.31678,4464568367.68073,5646879065.80608,6612701455.26012,7458380122.32194,5021765669.07554,6073889076.36421,9988144008.07951,14514688646.5552,19544455732.9463
Armenia,ARM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,27.4084650430428,-3.26882690042686,14.1568258032128,3.76096725739188,12.9947905541548,7.27811244451703,-19.1536240621499,12.8000040502254,-2.29996780701318,-2.73245920420123,0,-2.7,-15.3000000002041,6.30000000312023,24.5999999978662,13.3000000004703,11.5999999980422,-31.4999999988948,12.8999999991805,34.9999999988657,30.2000000003092,31.4000000012803
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.5683697098445,44.8798901687648,42.8265406335218,38.8841565463432,38.7856901033422,40.2765983873899,42.6033349980631,44.8945606568078,46.9123853980322,48.3998644778265,49.2015630214006,47.2184853070945,41.9566831307241,42.3336875987152,48.9863308847905,53.0802129926047,54.7633527667858,39.7238206244142,43.7634488327132,51.1857978005492,60.2625572889532,75.7931110815515
Aruba,ABW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,62.7312132409209,64.6655585140977,68.0752981880873,64.5941526531523,65.0612625386555,65.5292950658025,62.9185634689552,60.2181860904717,69.7510127562388,73.1035458041627,76.5483116318725,78.2754936773626,72.8529128494511,71.8204350098217,72.5486898260087,72.2527739552586,73.2345915426225,52.9926043749021,70.7400436346823,87.5702803628607,88.3437862789056,..
Aruba,ABW,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,1766139664.80447,4687899441.34078,5724017205.21808,6026262570.79612,6677821229.05028,7059664804.46927,3490111731.84358,1824636871.50838,6861117318.43575,3151005586.59218,2158632968.39972,2298094989.78974,2442455814.39172,2344454170.95219,2305661766.22435,2556761700.07297,2561691719.54532,1443955667.63774,2200975707.82878,2852780591.75361,3153296585.10097,..
